Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2010-01-04,8.895796775817871,8.90049583285252,8.571544835395535,8.585642006499485,54898644
2010-01-05,8.76891803741455,8.895799225355772,8.717225561627501,8.891100167027194,45714931
2010-01-06,8.740723609924316,8.839409523627177,8.698430186751335,8.768919855189257,43640975
2010-01-07,8.70782470703125,8.773615288979917,8.674929416056917,8.759517172173197,41557112
2010-01-08,8.778314590454102,8.79241270765287,8.70312589169275,8.750119300780627,32049716
2010-01-11,8.848809242248535,8.905201742975141,8.773620500912523,8.848809242248535,34199665
2010-01-12,8.820609092712402,8.923994027637178,8.759517565382271,8.834706265427897,43501847
2010-01-13,9.02737808227539,9.069672434896013,8.867602565899997,8.867602565899997,62728072
2010-01-14,9.107267379760742,9.163659853603189,8.989784318887843,9.02267961372122,49820367
2010-01-15,9.158958435058594,9.248245245207178,9.050874451443148,9.130762202496303,80760537
2010-01-19,9.39863109588623,9.431526411948093,9.163665767233335,9.177762950067198,82562244
2010-01-20,9.370428085327148,9.567799839406698,9.337532792980557,9.422120552625495,83522965
2010-01-21,9.041478157043457,9.469116109806306,9.008583801961045,9.417423630784958,81343188
2010-01-22,8.909896850585938,9.361030987922463,8.881700612730837,9.05087615041308,65034962
2010-01-25,8.858205795288086,9.046178540047832,8.853506736468283,9.041478536503698,51933110
2010-01-26,8.82530689239502,8.881698409391639,8.754817259968258,8.797111606258682,45955032
2010-01-27,8.928692817687988,8.97098622401544,8.768916362516208,8.825307885860827,57558308
2010-01-28,8.754817008972168,8.975684958448356,8.745417950713557,8.9615868434224,53690549
2010-01-29,8.76891803741455,8.914596403394313,8.703127441917536,8.787715215453094,59071114
2010-02-01,8.830008506774902,8.923995340381738,8.787715092958779,8.830008506774902,41586308
2010-02-02,9.041478157043457,9.083772518819629,8.820611065090295,8.867604485489055,71262310
2010-02-03,8.832759857177734,8.941864647753079,8.737885379910596,8.86596582885658,120151889
2010-02-04,8.552877426147461,8.747368766015994,8.543390555427354,8.70467498683742,99352043
2010-02-05,8.519670486450195,8.628775208994965,8.34889729676956,8.495952358745743,95279492
2010-02-08,8.462749481201172,8.538648280336435,8.405824428203458,8.495955444234417,58630015
2010-02-09,8.481722831726074,8.609802273303725,8.372618086913775,8.47697844230015,74804488
2010-02-10,8.415308952331543,8.529158060000636,8.363128309992769,8.50069554467189,63195205
2010-02-11,8.476977348327637,8.552877079240131,8.358385747260225,8.42005326537776,57646000
2010-02-12,8.443771362304688,8.486464181119223,8.358384771029735,8.467489489018776,53060257
2010-02-16,8.405823707580566,8.576596944640956,8.353644002883089,8.519672850169554,66699017
2010-02-17,8.382105827331543,8.472235884721039,8.315694858591955,8.467492448449542,61399821
2010-02-18,8.410566329956055,8.420053200217955,8.32517972936902,8.386848200655317,60202899
2010-02-19,8.533902168273926,8.586082814731437,8.410566181523986,8.453259004241056,53393321
2010-02-22,8.51492691040039,8.609800373290444,8.434283751709417,8.529158168245374,61134003
2010-02-23,8.382105827331543,8.510185282185436,8.353644256056352,8.462749012178048,50458353
2010-02-24,8.448513984680176,8.548130870218907,8.348896145495655,8.415308038285335,71379515
2010-02-25,8.391592025756836,8.410566720808406,8.268256031098609,8.334666986956092,56344732
2010-02-26,8.325180053710938,8.44851604744261,8.301461923486162,8.391591962715536,62436536
2010-03-01,8.420052528381348,8.47223317159626,8.339410323005696,8.35364158090902,48087169
2010-03-02,8.348896980285645,8.4817207791458,8.325178853480281,8.47697639086802,68147740
2010-03-03,8.216076850891113,8.348899740009918,8.163896191754318,8.27774438242758,114953456
2010-03-04,8.220819473266602,8.25402543067061,8.168638819295458,8.230307298373221,59990729
2010-03-05,8.291974067687988,8.301461891929446,8.173381509722876,8.244537807418759,68202654
2010-03-08,8.230308532714844,8.348900165633697,8.192358180242863,8.344156729192044,51370695
2010-03-09,8.173381805419922,8.216075585582029,8.135432414373195,8.192356500943285,57489271
2010-03-10,8.135433197021484,8.230307637411503,8.11645849967271,8.16389571986772,59341465
2010-03-11,8.201845169067383,8.216076430585069,8.111715117650244,8.1212019895646,51448270
2010-03-12,8.102225303649902,8.17338064012931,8.059532483220625,8.154405947311195,90062719
2010-03-15,8.187612533569336,8.197100357537671,8.059533108695744,8.078507802986426,46310547
2010-03-16,8.187612533569336,8.244537570087369,8.116457191567786,8.216075051828351,56037175
2010-03-17,8.163894653320312,8.21133091367201,8.140175569498444,8.18761278349616,59708468
2010-03-18,8.173381805419922,8.230306845636065,8.121201154319161,8.225562456520684,53653975
2010-03-19,8.021581649780273,8.206585109777345,7.969400538714118,8.021581649780273,119353801
2010-03-22,8.135433197021484,8.182870417216494,8.054790971700728,8.064277843552043,74916107
2010-03-23,8.320436477661133,8.339412128070114,8.15915203199984,8.197101425525569,77908623
2010-03-24,8.353644371032715,8.401080641692998,8.32043745573655,8.353644371032715,77922536
2010-03-25,8.249283790588379,8.434288335833267,8.230310041343841,8.415313632942306,50807754
2010-03-26,8.130688667297363,8.244537789720358,8.1117139725012,8.235049965499266,57108144
2010-03-29,8.197099685668945,8.225561247949141,8.130687784271966,8.159150300198077,51374595
2010-03-30,8.187612533569336,8.249280051602549,8.125945015536121,8.216075051828351,44091982
2010-03-31,8.135433197021484,8.192357289067807,8.10697067417525,8.149664458444601,62218779
2010-04-01,8.102225303649902,8.197099721386389,8.059532483220625,8.16389377054321,72849107
2010-04-05,8.016839981079102,8.130688142507829,7.993120898880317,8.130688142507829,72462711
2010-04-06,8.045304298400879,8.087998088784564,7.997867548235351,8.035816471544631,81797462
2010-04-07,8.09748363494873,8.121201767732908,8.059534241035596,8.073765502164553,89101893
2010-04-08,8.130688667297363,8.140175537872436,8.073764582908874,8.097482712992573,55647722
2010-04-09,8.182868957519531,8.21133052164252,8.144919569591565,8.159150828476045,46376632
2010-04-12,8.201845169067383,8.220819866542247,8.154407948557148,8.216076430585069,51902754
2010-04-13,8.149664878845215,8.182870839330038,8.111715482190045,8.163896141002452,69737067
2010-04-14,8.09748363494873,8.149664289990822,8.035815154605293,8.149664289990822,101067744
2010-04-15,8.059536933898926,8.140179184497102,8.045305668014999,8.08799946566678,62821562
2010-04-16,7.969403266906738,8.069020658735875,7.969403266906738,8.054790352053626,79595867
2010-04-19,7.964658737182617,7.978889518732915,7.874528705679838,7.940940132168159,69487163
2010-04-20,7.9504289627075195,8.002610094207798,7.936197701678075,7.983634920560852,59565545
2010-04-21,7.87453031539917,7.9788911497857935,7.798631049931285,7.94568566816522,72271199
2010-04-22,7.817607402801514,7.855556326023507,7.7464515624821795,7.827094275989658,73482877
2010-04-23,8.021581649780273,8.069017896440897,7.7796526911343875,7.7938839465908725,103613470
2010-04-26,7.978890419006348,8.050045765255343,7.921966332736361,7.997865591252701,87980858
2010-04-27,7.808117389678955,7.99312137833221,7.779654870791527,7.9267099468485585,96488746
2010-04-28,7.841325283050537,7.893505467995024,7.774913835142838,7.812863233947238,63932478
2010-04-29,7.997866153717041,8.069021028147107,7.8887614089484,7.8887614089484,71149743
2010-04-30,7.931453227996826,8.064276565206221,7.9124785336559125,8.059533130032491,53829045
2010-05-03,8.021581649780273,8.064274462503983,7.884014436443825,7.969400538714118,75855431
2010-05-04,8.187612533569336,8.249280051602549,8.092739062115934,8.135431885858466,127430181
2010-05-05,8.235549926757812,8.312248577681547,8.13008879988959,8.134882224648281,104662200
2010-05-06,8.024629592895508,8.249933138507549,7.597992040439965,8.225964081587211,125669474
2010-05-07,7.890404224395752,8.058183239096273,7.852054900526398,8.00545267785188,112673338
2010-05-10,8.14926528930664,8.269107681010194,8.072566621190633,8.10132910358233,86003238
2010-05-11,8.154059410095215,8.240345900927956,8.053392158689174,8.077360735442321,56871205
2010-05-12,8.101326942443848,8.192405863762781,8.015040000135158,8.13967626627165,56409764
2010-05-13,7.938342094421387,8.12050189253362,7.9287552438345745,8.072565712206998,71447182
2010-05-14,7.765769004821777,7.928754606817552,7.698657683169012,7.923960700061161,66057658
2010-05-17,7.722625732421875,7.7993248672002355,7.564434037981063,7.765768965619197,104156385
2010-05-18,7.578814506530762,7.78973626251324,7.564433269643025,7.737006184903657,77422519
2010-05-19,7.583611011505127,7.641135015072123,7.47814985645075,7.550055101833604,86483019
2010-05-20,7.300785541534424,7.511708407663801,7.295992595657359,7.4493899924458855,118531575
2010-05-21,7.382277965545654,7.39186530198026,7.171355600287682,7.185736364015418,107967228
2010-05-24,7.295984745025635,7.372682879042722,7.262428377812919,7.324746725974992,56998001
2010-05-25,7.219289302825928,7.238463966501326,7.070684454721317,7.166558736794528,108521105
2010-05-26,7.243254661560059,7.38706506677244,7.190524115402463,7.2432546615600595,97223173
2010-05-27,7.367895126342773,7.4062444612785,7.272020825307048,7.353513884817774,70586907
2010-05-28,7.300785541534424,7.473358576618285,7.295992595657359,7.348722709879223,64693677
2010-06-01,7.185731887817383,7.391860697378689,7.17135113304783,7.267224919519687,59953206
2010-06-02,7.286402225494385,7.295990041285298,7.152179068448413,7.248052889723597,52215371
2010-06-03,7.300785541534424,7.353516619453057,7.24805542731256,7.305579451108258,36096760
2010-06-04,7.075478553771973,7.2097021668422085,7.03233531840627,7.1953209277709345,82146968
2010-06-07,6.9604291915893555,7.137796017214759,6.950842342572268,7.113826967279796,72500233
2010-06-08,6.974813938140869,6.984401273829819,6.87894058125136,6.965226602451918,66651482
2010-06-09,6.9604291915893555,7.070683737462597,6.898111300041859,7.017953658628309,91258798
2010-06-10,7.147381782531738,7.243255558494716,7.022746500182253,7.022746500182253,63426558
2010-06-11,7.411036491394043,7.439798969026791,7.286400694479185,7.3007814514474445,79704745
2010-06-14,7.348719596862793,7.478149318347518,7.334338356081764,7.458974170023419,54028778
2010-06-15,7.439798831939697,7.444592256891421,7.334337218976402,7.382274359582273,53201915
2010-06-16,7.420624256134033,7.463767493251392,7.36310026120965,7.391862258671841,39971580
2010-06-17,7.415830612182617,7.415830612182618,7.252845954111912,7.3966564283754,52403088
2010-06-18,7.291191577911377,7.454176634953674,7.233667128347799,7.425414651095842,73595339
2010-06-21,7.238461971282959,7.372684580013465,7.195318748981307,7.3630977326664055,48184453
2010-06-22,7.176145553588867,7.30557476503252,7.176145553588867,7.262431533935278,46211471
2010-06-23,7.133001804351807,7.180938938465744,7.099445906841659,7.180938938465744,50930123
2010-06-24,6.931669235229492,7.061098962702151,6.8885259927386056,7.008368386529757,90713669
2010-06-25,7.017955303192139,7.051511210007567,6.9029068240022236,6.946050063929464,61800236
2010-06-28,6.9700188636779785,7.085067354552516,6.950844677355149,7.041924110243537,47024737
2010-06-29,6.845381259918213,6.941255057708508,6.797444601947115,6.917286969647007,68386787
2010-06-30,6.835796356201172,6.941257033760359,6.792653110821024,6.816621205705813,53420304
2010-07-01,6.821413516998291,6.86935017739483,6.711158475314068,6.8501755132362145,71540882
2010-07-02,6.778270721435547,6.883731381149349,6.759096056033036,6.850175957619034,42953557
