Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2010-01-04,55.50455856323242,55.68378552277862,55.36241613281807,55.52309847023133,2829100
2010-01-05,55.8630256652832,56.0113496714111,55.6219973871497,55.65290038286328,2841600
2010-01-06,55.11520767211914,55.782672630642956,55.07812785724586,55.7270481931989,4099600
2010-01-07,55.20791244506836,55.39949777723253,55.07812837665384,55.13992964040349,2793200
2010-01-08,55.18315887451172,55.35002266101805,54.85560812368458,55.31912440469614,2910700
2010-01-11,54.88035583496094,55.22644664831847,54.86181121413076,54.997776809416564,2181300
2010-01-12,55.81972122192383,55.86298255345516,55.523068723472186,55.720840199194285,4321200
2010-01-13,55.17080307006836,55.79500639765578,55.1399048096748,55.57869971437263,4755000
2010-01-14,55.94330596923828,55.94330596923828,55.33764751953192,55.430351690646575,4188800
2010-01-15,56.2894287109375,56.44393416652409,56.22762747172933,56.25852573376726,4142800
2010-01-19,56.128719329833984,56.314127688640305,55.881509756469036,56.06691811527536,2496000
2010-01-20,56.69729995727539,56.71583985075428,56.40682905242469,56.43773201830989,2800500
2010-01-21,56.95685958862305,57.09900188288179,56.524241740798026,56.57986612364717,4363100
2010-01-22,56.85798645019531,57.049571634827025,56.71583940941238,56.91360613019915,3666900
2010-01-25,56.598411560058594,56.808536612210766,56.542787171757745,56.57369013360599,2419500
2010-01-26,56.616981506347656,56.92599242834928,56.431573067093694,56.8703680105201,3138100
2010-01-27,56.5860710144043,56.913621793811515,56.46865008592531,56.70349665801513,3325700
2010-01-28,56.555171966552734,56.67259289339393,56.27705934847965,56.320320682606784,3058200
2010-01-29,57.04963302612305,57.08053602502258,56.39453094264639,56.493416767016406,4930600
2010-02-01,56.5317497253418,56.89147016203443,56.46973010255194,56.87906339840011,3598500
2010-02-02,56.69295120239258,56.71775524274173,56.46347360895254,56.55030194554294,3047500
2010-02-03,56.03558349609375,56.42011272974787,55.98596590495246,56.32087754746529,5343700
2010-02-04,56.92247009277344,56.947278884972974,56.37669085976362,56.4325070933676,6095000
2010-02-05,57.046470642089844,57.31935768503434,56.56891003630503,56.668145129586435,6875800
2010-02-08,57.120906829833984,57.151918987358265,56.84181633927904,56.97826226152044,3386000
2010-02-09,56.55032730102539,57.195341470466,56.52551851776326,56.897640803112026,4790000
2010-02-10,56.010719299316406,56.810784420883756,55.942496361926146,56.63712775545009,5068000
2010-02-11,55.706825256347656,55.99211905175918,55.43393348169764,55.942501505133784,5087500
2010-02-12,55.93630599975586,56.0789505395719,55.78745335152615,56.01072759208077,2833800
2010-02-16,56.041744232177734,56.09136178556185,55.65101664580608,55.65101664580608,2440900
2010-02-17,55.40296936035156,55.87432222627783,55.247917954819485,55.76888840614643,4368200
2010-02-18,55.179691314697266,55.50839951563593,54.8943973151695,55.483590724573546,5121800
2010-02-19,55.477386474609375,55.514602026516364,55.136276249380764,55.3471438724174,3502500
2010-02-22,55.247886657714844,55.396734597803345,55.1486515431287,55.272695436361374,3382600
2010-02-23,56.1099853515625,56.153399541881996,55.384346142597245,55.40915019552965,5474500
2010-02-24,56.24641799926758,56.36425378409963,55.93011198358,56.159589639163656,4423200
2010-02-25,56.562705993652344,56.61852691591292,56.37664729362623,56.550303973033124,3707700
2010-02-26,56.854251861572266,57.09613169104567,56.69300179645246,56.72400924045534,4349100
2010-03-01,56.829322814941406,56.94753729393436,56.59289860376238,56.82310449790475,2415200
2010-03-02,56.75468444824219,56.79201335045756,56.43115147301395,56.54314292646857,2260600
2010-03-03,56.61157989501953,56.66757799266166,56.431148964318936,56.62402602641036,2156100
2010-03-04,56.91024398803711,57.04089992960386,56.51205309560227,56.59293398891221,2374700
2010-03-05,56.16362380981445,56.5369318671382,56.070301542292654,56.51204434686268,3823200
2010-03-08,55.871219635009766,55.97698806164577,55.80899844587303,55.933436077336225,2850400
2010-03-09,55.88361740112305,55.99560880861253,55.622305699249765,55.983167428583286,2573700
2010-03-10,55.74052429199219,55.808963760058575,55.49165867735875,55.678307888333826,3216200
2010-03-11,55.94585418701172,56.082733151258324,55.60366152320352,55.61610290776762,2621000
2010-03-12,56.29427719116211,56.400045578535455,55.82764692671776,55.8525296969633,3099100
2010-03-15,56.21958923339844,56.28802868766599,56.02671699690246,56.21336617024511,1936800
2010-03-16,56.66754913330078,56.67376744902105,56.33157495897616,56.344016337222605,3932600
2010-03-17,56.91024398803711,56.91024398803711,56.66137349356287,56.810693891523464,3481200
2010-03-18,56.723548889160156,56.91642587490014,56.624003611480596,56.879092242314684,2750300
2010-03-19,56.779563903808594,56.978659265370695,56.536916580242526,56.779563903808594,2976300
2010-03-22,56.8417854309082,56.92266629710814,56.75468149905958,56.83556236525951,2452300
2010-03-23,56.57425308227539,56.816900438459854,56.56181169723373,56.66135701799246,2910000
2010-03-24,55.54140853881836,56.15114046291035,55.41075271511413,55.896047130817145,8049300
2010-03-25,55.186771392822266,55.5227455540673,54.98145780551062,55.45430610936151,8268400
2010-03-26,55.34236145019531,55.448134611107584,55.05616205195972,55.08727264284151,4110700
2010-03-29,55.13080596923828,55.28012631196903,54.94415198071876,55.23657434755555,3245100
2010-03-30,55.30502700805664,55.342355915934114,54.919277555022205,55.07482100025733,3254600
2010-03-31,55.684532165527344,55.696973547807055,55.34233481774247,55.51032433276684,4263900
2010-04-01,55.548397064208984,55.59835741979928,55.22366428183558,55.435988646371705,2912400
2010-04-05,54.6241455078125,55.04255269838853,54.58667762939702,54.94263676778695,5652000
2010-04-06,54.71153259277344,54.86140875821511,54.5491639675998,54.83018713784002,3584600
2010-04-07,55.41101837158203,55.52966827150975,54.51799718163894,54.61166690145499,6389900
2010-04-08,55.435997009277344,55.6608138788671,55.2548990307857,55.510937553968084,3797600
2010-04-09,55.56715774536133,55.6171133562252,55.2111984088568,55.3360945827419,2311300
2010-04-12,55.86066436767578,55.92935869282645,55.63584744254338,55.68580781801361,2939600
2010-04-13,56.041786193847656,56.17292865064586,55.9043974968728,56.135460738556446,3090900
2010-04-14,55.6483154296875,56.12292925882574,55.64831542968751,56.054234963905145,3570100
2010-04-15,55.71075439453125,55.89185707298588,55.379775444572395,55.48593760503452,3698000
2010-04-16,56.116722106933594,56.197904164525085,55.729536244490234,55.8294570210504,8303900
2010-04-19,55.979278564453125,56.222829263044694,55.90433805547103,56.12291334888209,3211500
2010-04-20,56.17914962768555,56.19788357530581,55.979312912264255,56.110455310089186,2285000
2010-04-21,56.641239166259766,56.72242591276392,56.36646681545923,56.37270828482076,4162200
2010-04-22,56.472618103027344,56.88477893216853,56.410170070064076,56.766129098882175,2841400
2010-04-23,56.272830963134766,56.42895356490476,56.12295459949101,56.33527905094603,4776000
2010-04-26,56.335262298583984,56.610039520623715,56.16665203518469,56.52261127078967,4753900
2010-04-27,57.128353118896484,57.4031255070545,56.641246867086885,56.73492132953031,13199200
2010-04-28,56.641239166259766,57.04715860533924,56.50385537309971,56.909770047698764,8379500
2010-04-29,56.87854766845703,56.96597588318681,56.528830045057575,56.74115911260157,4067200
2010-04-30,57.53425979614258,57.559239966929994,56.89728211674513,57.0034442692313,6924800
2010-05-03,57.45908737182617,57.66588380721185,57.20215165782653,57.28988463795108,4211800
2010-05-04,58.493099212646484,58.57456898773574,58.00429968647129,58.160966446455134,11054800
2010-05-05,58.83774185180664,59.439341369086016,58.499341226883004,58.94427405379521,12219100
2010-05-06,60.65510177612305,62.66670234775519,58.76883269675042,59.00696922556946,19578200
2010-05-07,59.896812438964844,61.46974262643777,59.70254248453587,60.08480960575296,18740600
2010-05-10,58.656028747558594,58.869098008290216,58.336427247005986,58.38029852573309,10240100
2010-05-11,58.50557327270508,58.91917059489074,58.273704992288025,58.89410814719405,7729100
2010-05-12,58.06067657470703,58.442943682798806,58.03560933044502,58.36774195001276,5530800
